RetentionTime	RAW_ID	CCs	Detector	Polarity	MS dimension	Fragment name	Structure information	Lipid species	Molecular lipid species	Lipid class	MS2 Precursor m/z	MS2 Activation	MS3 Precursor m/z	MS3 Activation	Intensity	Target m/z	Measured m/z	Applied m/z correction	Corrected measured m/z	m/z offset	ppmerror	Calibration m/z offset	Is apex	Adduct	Lipid ID	Lipid category	Conflicts	Charge	C index of lipid species	DB index of lipid species	OH index of lipid species	Sum composition of lipid species	Sum formula of lipid species	C index of structure information	DB index of structure information	OH index of structure information	Sum composition of structure information	Sum formula of structure information	MS2 collision energy	MS3 collision energy	Range ID
18.32	File_285.65631708363_18.32	285.65631708363	FTMS	+	ms2	-FA 16:0(FA)	FA 16:0	PC 36:5	PC 16:0-20:5	PC	780.553782	cid			19785.85	524.313552	184.07310279730174	-0.0	184.07310279730174	-340.2404492026982	-1848398.5114183973	0.0	YES	+H+	11813700000000	Glycerophospholipid		1	36	5		36:5	C44H79NO8P	16	0	0	16:0	C28H47NO6P	33.00	null	FTMS + p NSI d Full ms2 780.55527@cid33.00 [166.0643822912955-818.5695099801322]
18.32	File_285.65631708363_18.32	285.65631708363	FTMS	+	ms2	-FA 20:5(FA)	FA 20:5	PC 36:5	PC 16:0-20:5	PC	780.553782	cid			36.216087	478.329202	478.33179321460096	-0.0	478.33179321460096	0.0025912146009545722	5.417190823843144	0.0	REJECT	+H+	11813700000000	Glycerophospholipid		1	36	5		36:5	C44H79NO8P	20	5	0	20:5	C24H49NO6P	33.00	null	FTMS + p NSI d Full ms2 780.55527@cid33.00 [166.0643822912955-818.5695099801322]
18.32	File_285.65631708363_18.32	285.65631708363	FTMS	+	ms2	-FA 16:1(FA)	FA 16:1	PC 36:5	PC 16:1-20:4	PC	780.553782	cid			24.555994	526.329202	526.3294525917672	-0.0	526.3294525917672	2.5059176721242693E-4	0.4761119978721606	0.0	|\|	+H+	11813700000000	Glycerophospholipid		1	36	5		36:5	C44H79NO8P	16	1	0	16:1	C28H49NO6P	33.00	null	FTMS + p NSI d Full ms2 780.55527@cid33.00 [166.0643822912955-818.5695099801322]
18.32	File_285.65631708363_18.32	285.65631708363	FTMS	+	ms2	-FA 16:0(KE)	FA 16:0	PC 36:5	PC 16:0-20:5	PC	780.553782	cid			19785.85	542.324116	184.07310279730174	-0.0	184.07310279730174	-358.25101320269823	-1946243.1379624123	0.0	YES	+H+	11813700000000	Glycerophospholipid		1	36	5		36:5	C44H79NO8P	16	0	0	16:0	C28H49NO7P	33.00	null	FTMS + p NSI d Full ms2 780.55527@cid33.00 [166.0643822912955-818.5695099801322]
18.32	File_285.65631708363_18.32	285.65631708363	FTMS	+	ms2	-FA 20:5(KE)	FA 20:5	PC 36:5	PC 16:0-20:5	PC	780.553782	cid			272.23337	496.339766	496.34225282559805	-0.0	496.34225282559805	0.0024868255980550202	5.010304047052039	0.0	YES	+H+	11813700000000	Glycerophospholipid		1	36	5		36:5	C44H79NO8P	20	5	0	20:5	C24H51NO7P	33.00	null	FTMS + p NSI d Full ms2 780.55527@cid33.00 [166.0643822912955-818.5695099801322]
18.32	File_285.65631708363_18.32	285.65631708363	FTMS	+	ms2	-FA 20:4(KE)	FA 20:4	PC 36:5	PC 16:1-20:4	PC	780.553782	cid			44.95212	494.324116	494.325621355681	-0.0	494.325621355681	0.0015053556809903057	3.0452714080688135	0.0	|/|	+H+	11813700000000	Glycerophospholipid		1	36	5		36:5	C44H79NO8P	20	4	0	20:4	C24H49NO7P	33.00	null	FTMS + p NSI d Full ms2 780.55527@cid33.00 [166.0643822912955-818.5695099801322]
22.83	File_292.5401170277418_22.83	292.5401170277418	FTMS	+	ms2	-FA 22:6(FA)	FA 22:6	PC 39:6	PC 17:0-22:6	PC	820.585082	cid			42.788826	492.344852	492.34731128449437	-0.0	492.34731128449437	0.0024592844943640557	4.995019649742742	0.0	|/|	+H+	11817500000000	Glycerophospholipid		1	39	6		39:6	C47H83NO8P	22	6	0	22:6	C25H51NO6P	33.00	null	FTMS + p NSI d Full ms2 820.58715@cid33.00 [369.3333236150096-680.5654424580522]
16.77	File_270.8946838092485_16.77	270.8946838092485	FTMS	+	ms2	-FA 24:2(KE)	FA 24:2	PC 30:2	PC 6:0-24:2	PC	702.506832	cid			8.423208	356.183266	356.186998070162	-0.0	356.186998070162	0.0037320701620160435	10.477839399631586	0.0	|/|	+H+	11806200000000	Glycerophospholipid		1	30	2		30:2	C38H73NO8P	24	2	0	24:2	C14H31NO7P	33.00	null	FTMS + p NSI d Full ms2 702.51515@cid33.00 [184.0734363663964-703.518741383932]
22.8	File_286.1280086646178_22.80	286.1280086646178	FTMS	+	ms2	-FA 20:3(FA)	FA 20:3	PC 35:3	PC 15:0-20:3	PC	770.569432	cid			362.0	464.313552	341.29815485822036	-0.0	341.29815485822036	-123.01539714177966	-360433.81832193566	0.0	YES	+H+	11812600000000	Glycerophospholipid		1	35	3		35:3	C43H81NO8P	20	3	0	20:3	C23H47NO6P	33.00	null	FTMS + p NSI d Full ms2 770.56752@cid33.00 [56.67962872354963-1268.1675115290404]
18.08	File_287.8220785658904_18.08	287.8220785658904	FTMS	+	ms2	-FA 15:0(FA)	FA 15:0	PC 37:6	PC 15:0-22:6	PC	792.553782	cid			43.24879	550.329202	550.3315232716237	-0.0	550.3315232716237	0.002321271623713983	4.21795140847908	0.0	|/|	+H+	11814900000000	Glycerophospholipid		1	37	6		37:6	C45H79NO8P	15	0	0	15:0	C30H49NO6P	33.00	null	FTMS + p NSI d Full ms2 792.55422@cid33.00 [184.0731083570885-830.5663186599897]
18.08	File_287.8220785658904_18.08	287.8220785658904	FTMS	+	ms2	-FA 22:6(KE)	FA 22:6	PC 37:6	PC 15:0-22:6	PC	792.553782	cid			39.407043	482.324116	482.32429092412707	-0.0	482.32429092412707	1.7492412706587857E-4	0.36266912191116524	0.0	REJECT	+H+	11814900000000	Glycerophospholipid		1	37	6		37:6	C45H79NO8P	22	6	0	22:6	C23H49NO7P	33.00	null	FTMS + p NSI d Full ms2 792.55422@cid33.00 [184.0731083570885-830.5663186599897]
9.78	File_257.7756037919401_9.78	257.7756037919401	FTMS	+	ms2	-FA 11:5(FA)	FA 11:5	PC 26:6	PC 11:5-15:1	PC	655.40818	cid			103.0	479.32445	184.07292058686022	-0.0	184.07292058686022	-295.2515294131398	-1603992.2030455137	0.0	YES	+NH4+	11800600000000	Glycerophospholipid		1	26	6		26:6	C34H60N2O8P	11	5	0	11:5	C23H48N2O6P	33.00	null	FTMS + p NSI d Full ms2 655.42472@cid33.00 [91.02426008047827-1368.784602365435]
23.09	File_290.24136591954857_23.09	290.24136591954857	FTMS	+	ms2	-FA 20:4(FA)	FA 20:4	PC 37:4	PC 17:0-20:4	PC	796.585082	cid			1712.1404	492.344852	369.3367688920324	-0.0	369.3367688920324	-123.0080831079676	-333051.2785850637	0.0	YES	+H+	11815100000000	Glycerophospholipid		1	37	4		37:4	C45H83NO8P	20	4	0	20:4	C25H51NO6P	33.00	null	FTMS + p NSI d Full ms2 796.58513@cid33.00 [191.17805003008596-657.5685591010746]
12.01	File_256.9177476192026_12.01	256.9177476192026	FTMS	+	ms2	-FA 19:0(KE)	FA 19:0	PC 27:2	PC 8:2-19:0	PC	660.459882	cid			132.0	380.183266	380.1829842266193	-0.0	380.1829842266193	-2.8177338072055136E-4	-0.7411520041954114	0.0	|\|	+H+	11802300000000	Glycerophospholipid		1	27	2		27:2	C35H67NO8P	19	0	0	19:0	C16H31NO7P	33.00	null	FTMS + p NSI d Full ms2 660.46456@cid33.00 [157.73379096249496-1459.7370296202953]
17.55	File_284.8413272826166_17.55	284.8413272826166	FTMS	+	ms2	-FA 18:3(KE)	FA 18:3	PC 36:5	PC 18:2-18:3	PC	780.553782	cid			85.0	520.339766	520.3411890737351	-0.0	520.3411890737351	0.0014230737350544587	2.734885811341761	0.0	YES	+H+	11813700000000	Glycerophospholipid		1	36	5		36:5	C44H79NO8P	18	3	0	18:3	C26H51NO7P	33.00	null	FTMS + p NSI d Full ms2 780.55419@cid33.00 [99.22139047355822-1074.6576773956135]
10.58	File_266.0250701126048_10.58	266.0250701126048	FTMS	+	ms2	-FA 11:2(FA)	FA 11:2	PC 30:4	PC 11:2-19:2	PC	698.475532	cid			293.0	516.344852	515.3744900759864	-0.0	515.3744900759864	-0.9703619240135595	-1882.8287831446414	0.0	YES	+H+	11806000000000	Glycerophospholipid		1	30	4		30:4	C38H69NO8P	11	2	0	11:2	C27H51NO6P	33.00	null	FTMS + p NSI d Full ms2 698.43712@cid33.00 [115.04518799015358-1428.7649444723827]
13.64	File_264.6695184356045_13.64	264.6695184356045	FTMS	+	ms2	-FA 20:2(KE)	FA 20:2	PC 29:2	PC 9:0-20:2	PC	688.491182	cid			64.0	398.230216	397.2222654101047	-0.0	397.2222654101047	-1.0079505898953016	-2537.4977126588356	0.0	YES	+H+	11804900000000	Glycerophospholipid		1	29	2		29:2	C37H71NO8P	20	2	0	20:2	C17H37NO7P	33.00	null	FTMS + p NSI d Full ms2 688.49939@cid33.00 [67.01188013005127-1519.7405620062527]
6.95	File_250.53643899719273_6.95	250.53643899719273	FTMS	+	ms2	-FA 26:5(FA)	FA 26:5	PC 30:6	PC 4:1-26:5	PC	694.444231	cid			35.0	308.12575	308.1278742445119	-0.0	308.1278742445119	0.0021242445118900832	6.8940355269656965	0.0	|\|	+H+	11805800000000	Glycerophospholipid		1	30	6		30:6	C38H65NO8P	26	5	0	26:5	C12H23NO6P	33.00	null	FTMS + p NSI d Full ms2 694.43862@cid33.00 [51.03815217146064-1289.9581934251169]
18.51	File_281.9398225225876_18.51	281.9398225225876	FTMS	+	ms2	-FA 16:0(KE)	FA 16:0	PC 34:3	PC 16:0-18:3	PC	756.553782	cid			32616.332	518.324116	184.07277095871103	-0.0	184.07277095871103	-334.25134504128897	-1815865.232540364	0.0	YES	+H+	11811300000000	Glycerophospholipid		1	34	3		34:3	C42H79NO8P	16	0	0	16:0	C26H49NO7P	33.00	null	FTMS + p NSI d Full ms2 756.55456@cid33.00 [166.06219297170446-757.5573539530667]
18.51	File_281.9398225225876_18.51	281.9398225225876	FTMS	+	ms2	-FA 18:3(KE)	FA 18:3	PC 34:3	PC 16:0-18:3	PC	756.553782	cid			32616.332	496.339766	184.07277095871103	-0.0	184.07277095871103	-312.26699504128896	-1696432.304544016	0.0	YES	+H+	11811300000000	Glycerophospholipid		1	34	3		34:3	C42H79NO8P	18	3	0	18:3	C24H51NO7P	33.00	null	FTMS + p NSI d Full ms2 756.55456@cid33.00 [166.06219297170446-757.5573539530667]
13.19	File_271.5953332924141_13.19	271.5953332924141	FTMS	+	ms2	-FA 13:1(KE)	FA 13:1	PC 31:1	PC 13:1-18:0	PC	718.538132	cid			22.901112	524.371067	524.3742275775284	-0.0	524.3742275775284	0.0031605775283196635	6.027331936050146	0.0	|\|	+H+	11807600000000	Glycerophospholipid		1	31	1		31:1	C39H77NO8P	13	1	0	13:1	C26H55NO7P	33.00	null	FTMS + p NSI d Full ms2 718.50573@cid33.00 [171.10322698093702-719.562573310496]
21.08	File_352.06803835131404_21.08	352.06803835131404	FTMS	+	ms2	-FA 8:1(FA)	FA 8:1	PC 34:3	PC 8:1-26:2	PC	756.553782	cid			9.0	614.454402	614.4508420168877	-0.0	614.4508420168877	-0.003559983112268128	-5.79376390889588	0.0	REJECT	+H+	11811300000000	Glycerophospholipid		1	34	3		34:3	C42H79NO8P	8	1	0	8:1	C34H65NO6P	33.00	null	FTMS + p NSI d Full ms2 756.55251@cid33.00 [47.461937297820555-1541.6140573937143]
21.08	File_352.06803835131404_21.08	352.06803835131404	FTMS	+	ms2	-FA 16:1(FA)	FA 16:1	PC 34:3	PC 16:1-18:2	PC	756.553782	cid			9.0	502.329202	502.32726172276557	-0.0	502.32726172276557	-0.001940277234439236	-3.8625760182414215	0.0	REJECT	+H+	11811300000000	Glycerophospholipid		1	34	3		34:3	C42H79NO8P	16	1	0	16:1	C26H49NO6P	33.00	null	FTMS + p NSI d Full ms2 756.55251@cid33.00 [47.461937297820555-1541.6140573937143]
26.91	File_296.96301380677653_26.91	296.96301380677653	FTMS	+	ms2	-FA 10:0(FA)	FA 10:0	PC 37:4	PC 10:0-27:4	PC	796.585082	cid			3128.0	624.438752	523.4712942983002	-0.0	523.4712942983002	-100.9674577016998	-192880.60071573564	0.0	YES	+H+	11815100000000	Glycerophospholipid		1	37	4		37:4	C45H83NO8P	10	0	0	10:0	C35H63NO6P	33.00	null	FTMS + p NSI d Full ms2 796.54265@cid33.00 [52.02588149462715-1545.7558448893933]
20.26	File_296.9365218865621_20.26	296.9365218865621	FTMS	+	ms2	-FA 22:5(KE)	FA 22:5	PC 40:6	PC 18:1-22:5	PC	834.600732	cid			3021.5652	522.355416	184.07203877985518	-0.0	184.07203877985518	-338.2833772201448	-1837777.0978281058	0.0	YES	+H+	11818800000000	Glycerophospholipid		1	40	6		40:6	C48H85NO8P	22	5	0	22:5	C26H53NO7P	33.00	null	FTMS + p NSI d Full ms2 834.60053@cid33.00 [167.19082987998286-835.6141339080203]
17.74	File_288.1398817230747_17.74	288.1398817230747	FTMS	+	ms2	-FA 19:1(KE)	FA 19:1	PC 35:1	PC 16:0-19:1	PC	774.600732	cid			113.14908	496.339766	496.3404470977098	-0.0	496.3404470977098	6.810977097870818E-4	1.372238981871652	0.0	REJECT	+H+	11812800000000	Glycerophospholipid		1	35	1		35:1	C43H85NO8P	19	1	0	19:1	C24H51NO7P	33.00	null	FTMS + p NSI d Full ms2 774.56527@cid33.00 [184.0732553518837-774.5982585934033]
18.16	File_282.7552586916858_18.16	282.7552586916858	FTMS	+	ms2	-FA 16:1(FA)	FA 16:1	PC 34:3	PC 16:1-18:2	PC	756.553782	cid			309.19846	502.329202	502.32981327195057	-0.0	502.32981327195057	6.112719505608766E-4	1.2168737240167489	0.0	YES	+H+	11811300000000	Glycerophospholipid		1	34	3		34:3	C42H79NO8P	16	1	0	16:1	C26H49NO6P	33.00	null	FTMS + p NSI d Full ms2 756.55576@cid33.00 [136.497786708574-760.6640909164059]
18.16	File_282.7552586916858_18.16	282.7552586916858	FTMS	+	ms2	-FA 18:2(FA)	FA 18:2	PC 34:3	PC 16:1-18:2	PC	756.553782	cid			264.96002	476.313552	476.314801118466	-0.0	476.314801118466	0.001249118465977972	2.6224640994670647	0.0	YES	+H+	11811300000000	Glycerophospholipid		1	34	3		34:3	C42H79NO8P	18	2	0	18:2	C24H47NO6P	33.00	null	FTMS + p NSI d Full ms2 756.55576@cid33.00 [136.497786708574-760.6640909164059]
18.16	File_282.7552586916858_18.16	282.7552586916858	FTMS	+	ms2	-FA 16:1(KE)	FA 16:1	PC 34:3	PC 16:1-18:2	PC	756.553782	cid			250.08904	520.339766	520.3415654819713	-0.0	520.3415654819713	0.0017994819712612298	3.458270664182752	0.0	YES	+H+	11811300000000	Glycerophospholipid		1	34	3		34:3	C42H79NO8P	16	1	0	16:1	C26H51NO7P	33.00	null	FTMS + p NSI d Full ms2 756.55576@cid33.00 [136.497786708574-760.6640909164059]
18.16	File_282.7552586916858_18.16	282.7552586916858	FTMS	+	ms2	-FA 18:2(KE)	FA 18:2	PC 34:3	PC 16:1-18:2	PC	756.553782	cid			1005.4117	494.324116	494.3240436014196	-0.0	494.3240436014196	-7.239858041430125E-5	-0.14645975924383164	0.0	YES	+H+	11811300000000	Glycerophospholipid		1	34	3		34:3	C42H79NO8P	18	2	0	18:2	C24H49NO7P	33.00	null	FTMS + p NSI d Full ms2 756.55576@cid33.00 [136.497786708574-760.6640909164059]
18.61	File_296.1808629614157_18.61	296.1808629614157	FTMS	+	ms2	-FA 21:4(KE)	FA 21:4	PC 39:4	PC 18:0-21:4	PC	824.616382	cid			498.0	524.371066	184.07274512168559	-0.0	184.07274512168559	-340.2983208783145	-1848716.498758968	0.0	YES	+H+	11817700000000	Glycerophospholipid		1	39	4		39:4	C47H87NO8P	21	4	0	21:4	C26H55NO7P	33.00	null	FTMS + p NSI d Full ms2 824.57585@cid33.00 [48.395736197325455-1508.190485784612]
11.45	File_275.49559085481116_11.45	275.49559085481116	FTMS	+	ms2	-FA 24:2(KE)	FA 24:2	PC 33:2	PC 9:0-24:2	PC	744.553782	cid			134.0	398.230216	227.1276321320779	-0.0	227.1276321320779	-171.10258386792208	-753332.3103919982	0.0	YES	+H+	11810100000000	Glycerophospholipid		1	33	2		33:2	C41H79NO8P	24	2	0	24:2	C17H37NO7P	33.00	null	FTMS + p NSI d Full ms2 744.53618@cid33.00 [61.317980845256194-1482.1275880364851]
22.07	File_300.18111612892665_22.07	300.18111612892665	FTMS	+	ms2	-FA 22:5(KE)	FA 22:5	PC 40:5	PC 18:0-22:5	PC	836.616382	cid			55.717278	524.371066	524.3748103546684	-0.0	524.3748103546684	0.003744354668356209	7.14060743273244	0.0	YES	+H+	11818900000000	Glycerophospholipid		1	40	5		40:5	C48H87NO8P	22	5	0	22:5	C26H55NO7P	33.00	null	FTMS + p NSI d Full ms2 836.61556@cid33.00 [184.0820450782612-837.6518169312143]
12.99	File_255.19064561236462_12.99	255.19064561236462	FTMS	+	ms2	-FA 20:2(KE)	FA 20:2	PC 26:2	PC 6:0-20:2	PC	646.444231	cid			150.44608	356.183265	356.18020276043796	-0.0	356.18020276043796	-0.0030622395620412135	-8.597444603345444	0.0	|\|	+H+	11801000000000	Glycerophospholipid		1	26	2		26:2	C34H65NO8P	20	2	0	20:2	C14H31NO7P	33.00	null	FTMS + p NSI d Full ms2 646.45268@cid33.00 [171.10008309627327-612.4496295012932]
24.38	File_284.3069127103225_24.38	284.3069127103225	FTMS	+	ms2	-FA 18:0(KE)	FA 18:0	PC 35:4	PC 17:4-18:0	PC	768.553782	cid			10.070542	502.292816	502.29762714620244	-0.0	502.29762714620244	0.004811146202428063	9.578277782761045	0.0	REJECT	+H+	11812500000000	Glycerophospholipid		1	35	4		35:4	C43H79NO8P	18	0	0	18:0	C25H45NO7P	33.00	null	FTMS + p NSI d Full ms2 768.55391@cid33.00 [330.2795201015381-628.5409193090146]
21.69	File_292.74856723179727_21.69	292.74856723179727	FTMS	+	ms2	-FA 16:0(FA)	FA 16:0	PC 36:2	PC 16:0-20:2	PC	786.600732	cid			33.644016	530.360502	530.3636997872925	-0.0	530.3636997872925	0.0031977872924926487	6.029423382058675	0.0	YES	+H+	11814000000000	Glycerophospholipid		1	36	2		36:2	C44H85NO8P	16	0	0	16:0	C28H53NO6P	33.00	null	FTMS + p NSI d Full ms2 786.60156@cid33.00 [166.064924762742-832.5887400549177]
21.69	File_292.74856723179727_21.69	292.74856723179727	FTMS	+	ms2	-FA 20:2(FA)	FA 20:2	PC 36:2	PC 16:0-20:2	PC	786.600732	cid			37.48958	478.329202	478.3332787304815	-0.0	478.3332787304815	0.004076730481472168	8.522782467262154	0.0	YES	+H+	11814000000000	Glycerophospholipid		1	36	2		36:2	C44H85NO8P	20	2	0	20:2	C24H49NO6P	33.00	null	FTMS + p NSI d Full ms2 786.60156@cid33.00 [166.064924762742-832.5887400549177]
21.69	File_292.74856723179727_21.69	292.74856723179727	FTMS	+	ms2	-FA 18:2(FA)	FA 18:2	PC 36:2	PC 18:0-18:2	PC	786.600732	cid			328.60693	506.360502	506.36363449572553	-0.0	506.36363449572553	0.003132495725537865	6.186257290489347	0.0	YES	+H+	11814000000000	Glycerophospholipid		1	36	2		36:2	C44H85NO8P	18	2	0	18:2	C26H53NO6P	33.00	null	FTMS + p NSI d Full ms2 786.60156@cid33.00 [166.064924762742-832.5887400549177]
21.69	File_292.74856723179727_21.69	292.74856723179727	FTMS	+	ms2	-FA 18:0(FA)	FA 18:0	PC 36:2	PC 18:0-18:2	PC	786.600732	cid			427.21454	502.329202	502.33058765225246	-0.0	502.33058765225246	0.0013856522524520187	2.758446900333415	0.0	YES	+H+	11814000000000	Glycerophospholipid		1	36	2		36:2	C44H85NO8P	18	0	0	18:0	C26H49NO6P	33.00	null	FTMS + p NSI d Full ms2 786.60156@cid33.00 [166.064924762742-832.5887400549177]
21.69	File_292.74856723179727_21.69	292.74856723179727	FTMS	+	ms2	-FA 18:1(FA)	FA 18:1	PC 36:2	PC 18:1-18:1	PC	786.600732	cid			33.130215	504.344852	504.3421843462589	-0.0	504.3421843462589	-0.0026676537411276513	-5.28937262026878	0.0	|\|	+H+	11814000000000	Glycerophospholipid		1	36	2		36:2	C44H85NO8P	18	1	0	18:1	C26H51NO6P	33.00	null	FTMS + p NSI d Full ms2 786.60156@cid33.00 [166.064924762742-832.5887400549177]
21.69	File_292.74856723179727_21.69	292.74856723179727	FTMS	+	ms2	-FA 16:0(KE)	FA 16:0	PC 36:2	PC 16:0-20:2	PC	786.600732	cid			13.0456705	548.371066	548.3711620855197	-0.0	548.3711620855197	9.608551965811785E-5	0.17521986257025873	0.0	REJECT	+H+	11814000000000	Glycerophospholipid		1	36	2		36:2	C44H85NO8P	16	0	0	16:0	C28H55NO7P	33.00	null	FTMS + p NSI d Full ms2 786.60156@cid33.00 [166.064924762742-832.5887400549177]
21.69	File_292.74856723179727_21.69	292.74856723179727	FTMS	+	ms2	-FA 20:2(KE)	FA 20:2	PC 36:2	PC 16:0-20:2	PC	786.600732	cid			76.318886	496.339766	496.33958683191634	-0.0	496.33958683191634	-1.7916808366180703E-4	-0.3609788306538637	0.0	YES	+H+	11814000000000	Glycerophospholipid		1	36	2		36:2	C44H85NO8P	20	2	0	20:2	C24H51NO7P	33.00	null	FTMS + p NSI d Full ms2 786.60156@cid33.00 [166.064924762742-832.5887400549177]
21.69	File_292.74856723179727_21.69	292.74856723179727	FTMS	+	ms2	-FA 18:2(KE)	FA 18:2	PC 36:2	PC 18:0-18:2	PC	786.600732	cid			1537.4475	524.371066	524.3714761226972	-0.0	524.3714761226972	4.1012269718976313E-4	0.7821224377464019	0.0	YES	+H+	11814000000000	Glycerophospholipid		1	36	2		36:2	C44H85NO8P	18	2	0	18:2	C26H55NO7P	33.00	null	FTMS + p NSI d Full ms2 786.60156@cid33.00 [166.064924762742-832.5887400549177]
21.69	File_292.74856723179727_21.69	292.74856723179727	FTMS	+	ms2	-FA 18:0(KE)	FA 18:0	PC 36:2	PC 18:0-18:2	PC	786.600732	cid			427.21454	520.339766	502.33058765225246	-0.0	502.33058765225246	-18.009178347747593	-35851.24774487111	0.0	YES	+H+	11814000000000	Glycerophospholipid		1	36	2		36:2	C44H85NO8P	18	0	0	18:0	C26H51NO7P	33.00	null	FTMS + p NSI d Full ms2 786.60156@cid33.00 [166.064924762742-832.5887400549177]
21.69	File_292.74856723179727_21.69	292.74856723179727	FTMS	+	ms2	-FA 18:1(KE)	FA 18:1	PC 36:2	PC 18:1-18:1	PC	786.600732	cid			427.21454	522.355416	502.33058765225246	-0.0	502.33058765225246	-20.02482834774753	-39863.84432876718	0.0	YES	+H+	11814000000000	Glycerophospholipid		1	36	2		36:2	C44H85NO8P	18	1	0	18:1	C26H53NO7P	33.00	null	FTMS + p NSI d Full ms2 786.60156@cid33.00 [166.064924762742-832.5887400549177]
15.04	File_289.6305502498356_15.04	289.6305502498356	FTMS	+	ms2	-FA 12:4(KE)	FA 12:4	PC 37:4	PC 12:4-25:0	PC	796.585082	cid			344.48557	622.480617	621.4900009836929	-0.0	621.4900009836929	-0.9906160163071718	-1593.9371747561943	0.0	YES	+H+	11815100000000	Glycerophospholipid		1	37	4		37:4	C45H83NO8P	12	4	0	12:4	C33H69NO7P	33.00	null	FTMS + p NSI d Full ms2 796.54969@cid33.00 [184.0729772741389-797.5458103464728]
10.91	File_262.0752111113962_10.91	262.0752111113962	FTMS	+	ms2	-FA 11:6(KE)	FA 11:6	PC 29:6	PC 11:6-18:0	PC	680.428581	cid			71.79709	524.371066	524.3704331172067	-0.0	524.3704331172067	-6.3288279329754E-4	-1.2069383651844434	0.0	YES	+H+	11804500000000	Glycerophospholipid		1	29	6		29:6	C37H63NO8P	11	6	0	11:6	C26H55NO7P	33.00	null	FTMS + p NSI d Full ms2 680.44986@cid33.00 [166.0614450251534-681.452658451384]
10.91	File_262.0752111113962_10.91	262.0752111113962	FTMS	+	ms2	-FA 13:6(KE)	FA 13:6	PC 29:6	PC 13:6-16:0	PC	680.428581	cid			102.48522	496.339766	496.3422243347051	-0.0	496.3422243347051	0.0024583347051247983	4.952902623628161	0.0	YES	+H+	11804500000000	Glycerophospholipid		1	29	6		29:6	C37H63NO8P	13	6	0	13:6	C24H51NO7P	33.00	null	FTMS + p NSI d Full ms2 680.44986@cid33.00 [166.0614450251534-681.452658451384]
20.81	File_287.94897631539726_20.81	287.94897631539726	FTMS	+	ms2	-FA 17:0(FA)	FA 17:0	PC 35:2	PC 17:0-18:2	PC	772.585082	cid			19798.22	502.329202	184.07277266557637	-0.0	184.07277266557637	-318.2564293344236	-1728970.693089044	0.0	YES	+H+	11812700000000	Glycerophospholipid		1	35	2		35:2	C43H83NO8P	17	0	0	17:0	C26H49NO6P	33.00	null	FTMS + p NSI d Full ms2 772.58545@cid33.00 [166.06291283745327-773.6431574211496]
20.81	File_287.94897631539726_20.81	287.94897631539726	FTMS	+	ms2	-FA 18:2(FA)	FA 18:2	PC 35:2	PC 17:0-18:2	PC	772.585082	cid			19798.22	492.344852	184.07277266557637	-0.0	184.07277266557637	-308.27207933442367	-1674729.3739878235	0.0	YES	+H+	11812700000000	Glycerophospholipid		1	35	2		35:2	C43H83NO8P	18	2	0	18:2	C25H51NO6P	33.00	null	FTMS + p NSI d Full ms2 772.58545@cid33.00 [166.06291283745327-773.6431574211496]
20.81	File_287.94897631539726_20.81	287.94897631539726	FTMS	+	ms2	-FA 17:0(KE)	FA 17:0	PC 35:2	PC 17:0-18:2	PC	772.585082	cid			19798.22	520.339766	184.07277266557637	-0.0	184.07277266557637	-336.26699333442366	-1826815.4951159123	0.0	YES	+H+	11812700000000	Glycerophospholipid		1	35	2		35:2	C43H83NO8P	17	0	0	17:0	C26H51NO7P	33.00	null	FTMS + p NSI d Full ms2 772.58545@cid33.00 [166.06291283745327-773.6431574211496]
20.81	File_287.94897631539726_20.81	287.94897631539726	FTMS	+	ms2	-FA 18:2(KE)	FA 18:2	PC 35:2	PC 17:0-18:2	PC	772.585082	cid			19798.22	510.355416	184.07277266557637	-0.0	184.07277266557637	-326.2826433344236	-1772574.1760146911	0.0	YES	+H+	11812700000000	Glycerophospholipid		1	35	2		35:2	C43H83NO8P	18	2	0	18:2	C25H53NO7P	33.00	null	FTMS + p NSI d Full ms2 772.58545@cid33.00 [166.06291283745327-773.6431574211496]
18.74	File_290.7912645570934_18.74	290.7912645570934	FTMS	+	ms2	-FA 20:4(FA)	FA 20:4	PC 38:6	PC 18:2-20:4	PC	806.569432	cid			3182.0	502.329202	184.07279816804288	-0.0	184.07279816804288	-318.25640383195713	-1728970.3150023068	0.0	YES	+H+	11816200000000	Glycerophospholipid		1	38	6		38:6	C46H81NO8P	20	4	0	20:4	C26H49NO6P	33.00	null	FTMS + p NSI d Full ms2 806.56964@cid33.00 [166.0620515597937-1238.1833761287498]
16.2	File_272.01749714463017_16.20	272.01749714463017	FTMS	+	ms2	-FA 22:2(KE)	FA 22:2	PC 31:2	PC 9:0-22:2	PC	716.522482	cid			2046.9926	398.230216	398.22553114981537	-0.0	398.22553114981537	-0.004684850184617062	-11.764313983310595	0.0	YES	+H+	11807500000000	Glycerophospholipid		1	31	2		31:2	C39H75NO8P	22	2	0	22:2	C17H37NO7P	33.00	null	FTMS + p NSI d Full ms2 716.53122@cid33.00 [143.10720618103298-682.5192642993458]
